Title,Author,Location,Highlight
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1634,The coordination of action provides the most basic source of leverage or advantage available in strategy.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1650,"What about a list of nonconflicting but uncoordinated actions? In 2003, I worked with a company whose initial “strategy” was to (1) close a plant in Akron and open a new plant in Mexico, (2) spend more on advertising, and (3) initiate a 360-degree feedback program. Now these actions may all have been good ideas, but they did not complement one another. They are “strategic” only in the sense that each probably requires the approval of top management. My view is that doing these things might be sound operational management, but it did not constitute a strategy. A strategy coordinates action to address a specific challenge. It is not defined by the pay grade of the person authorizing the action."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1657,"Strategic coordination, or coherence, is not ad hoc mutual adjustment. It is coherence imposed on a system by policy and design. More specifically, design is the engineering of fit among parts, specifying how actions and resources will be combined."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1663,"Strategy is visible as coordinated action imposed on a system. When I say strategy is “imposed,” I mean just that. It is an exercise in centralized power, used to overcome the natural workings of a system. This coordination is unnatural in the sense that it would not occur without the hand of strategy."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1688,"Thus, we should seek coordinated policies only when the gains are very large. There will be costs to demanding coordination, because it will ride roughshod over economies of specialization and more nuanced local responses. The brilliance of good organization is not in making sure that everything is connected to everything else. Down that road lies a frozen maladaptive stasis."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1690,Good strategy and good organization lie in specializing on the right activities and imposing only the essential amount of coordination.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1693,"In very general terms, a good strategy works by harnessing power and applying it where it will have the greatest effect."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1696,a “good strategy” is an approach that magnifies the effectiveness of actions by finding and using sources of power.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1708,"A good strategy draws power from focusing minds, energy, and action. That focus, channeled at the right moment onto a pivotal objective, can produce a cascade of favorable outcomes. I call this source of power leverage.*"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1723,The strategist may have insight into predictable aspects of others’ behavior that can be turned to advantage.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1724,"In competitive strategy, the key anticipations are often of buyer demand and competitive reactions."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1731,"The most critical anticipations are about the behavior of others, especially rivals."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1740,"Most strategic anticipation draws on the predictable “downstream” results of events that have already happened, from trends already at work, from predictable economic or social dynamics, or from the routines other agents follow that make aspects of their behavior predictable."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1750,"In 1981, I was fortunate enough to spend a week with Pierre Wack at a Shell Group Planning retreat in Runnymede, England. Talking about scenarios, he told me: If you do standard “scenario” forecasting, you wind up with a graph with three lines labeled “high,” “medium,” and “low.” Everyone looks at it and believes that they have paid attention to the uncertainty. Then, of course, they plan on “medium”! But they are missing the risk. The risk is not that the price of oil may be high or may be low. The risk is that it will go high, suckering you into a major investment, and then turn and dive to low, leaving you with useless assets."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1761,"Anticipation does not require psychic powers. In many circumstances, anticipation simply means considering the habits, preferences, and policies of others, as well as various inertias and constraints on change."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1768,"To achieve leverage, the strategist must have insight into a pivot point that will magnify the effects of focused energy and resources."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1786,"A pivot point magnifies the effect of effort. It is a natural or created imbalance in a situation, a place where a relatively small adjustment can unleash much larger pent-up forces."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1787,The business strategist senses such imbalances in pent-up demand that has yet to be fulfilled or in a robust competence developed in one context that can be applied to good effect in another.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1797,"Returns to concentration arise when focusing efforts on fewer, or more limited, objectives generates larger payoffs."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1798,"These gains flow from combinations of constraints and threshold effects. If resources were not limited, there would be no need to select one objective over another."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1915,Phyllis’s insight that “the engineers can’t work without a specification” applies to most organized human effort.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1916,every organization faces a situation where the full complexity and ambiguity of the situation is daunting.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1917,"An important duty of any leader is to absorb a large part of that complexity and ambiguity, passing on to the organization a simpler problem—one that is solvable."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1918,"Many leaders fail badly at this responsibility, announcing ambitious goals without resolving a good chunk of ambiguity about the specific obstacles to be overcome."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1987,To concentrate on an objective—to make it a priority—necessarily assumes that many other important things will be taken care of.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1999,"A system has a chain-link logic when its performance is limited by its weakest subunit, or “link.”"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",1999,"When there is a weak link, a chain is not made stronger by strengthening the other links."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2003,"If a chain must not fail, there is no point in strengthening only some of the links."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2006,The logic of the chain is at work in situations ranging from mountain climbing to the space shuttle to aesthetic judgment—situations in which the quality of components or subparts matters.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2015,"As an investor, one wants to find limiting factors that can be fixed, such as paint, rather than factors that cannot be fixed, such as highway noise."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2017,"There are portions of organizations, and even of economies, that are chain-linked. When each link is managed somewhat separately, the system can get stuck in a low-effectiveness state."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2019,"The problem arises because of quality matching.1 That is, if you are in charge of one link of the chain, there is no point in investing resources in making your link better if other link managers are not."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2052,"Marco Tinelli’s diagnosis was that his machinery company had chain-link logic and that it was stuck. Any payoff from better-quality machines was diluted because the sales force could not accurately represent their qualities and performance. A better sales force, by itself, would have added little value without better machines. And improvements in quality and sales would not save the firm unless costs were reduced."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2055,"“Where did you start?” I asked, echoing his own question. Marco explained:"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2056,"I conducted three campaigns, one after another. In the first campaign we spent twelve months just on quality. I told the employees that everything we did for the next year would be to make our machines the best in the industry, the most reliable and the fastest."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2059,"Once we had good quality machines, I focused entirely on the sales function. The salespeople had been involved in the quality campaign, and now the engineers and manufacturing people worked with sales to build skills, selling tools, and communications links back to the factory. Market results were slow in coming, but I knew we had to make these investments first to reap benefits later."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2062,"If one has not internalized the concept of quality matching and the problems of change in chain-link systems, then Marco’s explanation of his actions may seem banal—he identified the three problems and worked on them in turn. But if one has these concepts, then Marco’s statement is dense with meaning."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2064,"The first logical problem in chain-link situations is to identify the bottlenecks, and Marco did that—quality, sales’ technical competence, and cost."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2065,"The second, and greatest, problem is that incremental change may not pay off and may even make things worse. That is why systems get stuck. Marco’s solution to this problem was to take personal responsibility for the final result and direct others’ attention to the three bottlenecks, one after another."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2069,"There are little or no payoffs to incremental improvements in chain-link systems, but Marco avoided this problem by shutting down the normal system of local measurement and reward, refocusing on change itself as the objective."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2077,Marco saw logical and temporal connections that dictated that the cost-reduction campaign come last:
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2078,"Finally, we spent nine months working just on cost. There was no other goal during this third campaign. I left cost cutting to the last because I wanted the cost-reduction campaign to work with, but not define, the type of machines we build."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2088,"As we learn from Marco Tinelli, turning around a chain-link system requires direct leadership and design. Conversely, the excellence achieved by a well-managed chain-link system is difficult to replicate."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2182,Premeditation
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2183,"There are furious debates over the best balance, in a strategy, between prior guidance and on-the-spot adaptation and improvisation, but there is always some form of prior guidance. By definition, winging it is not a strategy."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2185,Anticipation
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2186,A fundamental ingredient in a strategy is a judgment or anticipation concerning the thoughts and/or behavior of others.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2190,In game theory one presumes that the opponent is as rational as oneself.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2199,Design of Coordinated Action
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2208,"and then selecting one of them. There is, in fact, a formal theory of decisions that specifies exactly how to make a choice by identifying alternative actions, valuing outcomes, and appraising probabilities of events."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2210,"The problem with this view, and the reason it barely lightens a leader’s burden, is that you are rarely handed a clear set of alternatives."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2211,"In the case at hand, Hannibal was certainly not briefed by a staff presenting four options arranged on a PowerPoint slide. Rather, he faced a challenge and he designed a novel response."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2212,"Today, as then, many effective strategies are more designs than decisions—are more constructed than chosen. In these cases, doing strategy is more like designing a high-performance aircraft than deciding which forklift truck to buy or how large to build a new factory."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2215,THE PARTS OF A WHOLE
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2216,"Business and corporate strategy deal with large-scale design-type problems. The greater the challenge, or the higher the performance sought, the more interactions have to be considered."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2243,"In design problems, where various elements must be arranged, adjusted, and coordinated, there can be sharply peaked gains to getting combinations right and sharp costs to getting them wrong. A good strategy coordinates policies across activities to focus the competitive punch."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2276,The lesson I took from systems engineering at JPL was that performance is the joint outcome of capability and clever design.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2277,"In particular, given existing capabilities, such as rocket throw weight or power supply efficiency, to get more performance out of a system you have integrate its components and subsystems more cleverly and more tightly. On the other hand, if capabilities (technologies) could be improved, the demand for tight, clever integration was lessened."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2280,"This trade-off way of thinking about design has, for me, become central to my view of strategy:"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2281,A design-type strategy is an adroit configuration of resources and actions that yields an advantage in a challenging situation.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2282,"Given a set bundle of resources, the greater the competitive challenge, the greater the need for the clever, tight integration of resources and actions."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2283,"Given a set level of challenge, higher-quality resources lessen the need for the tight integration of resources and actions."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2284,These principles mean that resources and tight coordination are partial substitutes for each other.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2285,"If the organization has few resources, the challenge can be met only by clever, tight integration. On the other hand, if more resources are available, then less tight integration may be needed.7"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2298,"A strategic resource is a kind of property that is fairly long lasting that has been constructed, developed over time, designed, or discovered by a company and that competitors cannot duplicate without suffering a net economic loss."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2300,A high-quality strategic resource yielding a powerful competitive advantage makes for great strategic simplicity.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2402,"Good strategy is design, and design is about fitting various pieces together so they work as a coherent whole."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2416,"My objectives are not to show my class how to manage a can company, or even how to create a good strategy. Instead, they are (1) to teach them how to identify a company’s strategy, (2) to deepen their skills at analyzing qualitative information, and (3) to explore a particular mixture of policy and positioning called focus."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2530,"pattern—attacking a segment of the market with a business system supplying more value to that segment than the other players can—is called focus. Here, the word “focus” has two meanings. First, it denotes the coordination of policies that produces extra power through their interacting and overlapping effects. Second, it denotes the application of that power to the right target.*"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2614,"The problem with engineering growth by acquisition is that when you buy a company, especially a public company, you usually pay too much. You pay a premium over its ordinary market value—usually about 25 percent—plus fees. If you have friendly investment bankers and lenders, you can grow as fast as you like by acquisition. But unless you can buy companies for less than they are worth, or unless you are specially positioned to add more value to the target than anyone else can, no value is created by such expansion."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2618,Corporate leaders seek growth for many reasons. They may (erroneously) believe that administrative costs will fall with size.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2668,"Healthy growth is not engineered. It is the outcome of growing demand for special capabilities or of expanded or extended capabilities. It is the outcome of a firm having superior products and skills. It is the reward for successful innovation, cleverness, efficiency, and creativity. This kind of growth is not just an industry phenomenon. It normally shows up as a gain in market share that is simultaneous with a superior rate of profit."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2673,"Two equally skillful chess players sit waiting for the game to begin—which one has the advantage? Two identical armies meet on a featureless plain—which one has the advantage? The answers to these questions is “neither,” because advantage is rooted in differences—in the asymmetries among rivals. In real rivalry, there are an uncountable number of asymmetries. It is the leader’s job to identify which asymmetries are critical—which can be turned into important advantages."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2694,"No one has an advantage at everything. Teams, organizations, and even nations have advantages in certain kinds of rivalry under particular conditions. The secret to using advantage is understanding this particularity. You must press where you have advantages and side-step situations in which you do not. You must exploit your rivals’ weaknesses and avoid leading with your own."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2712,"In Afghanistan, the United States is “wrestling the gorilla” because it has allowed itself to be drawn into a conflict in support of an almost nonexistent ally and where advantage lies with the side with the most patience and with the least sensitivity to casualties and collateral damage. In this situation, the Taliban has the advantage and is using"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2718,"The basic definition of competitive advantage is straightforward. If your business can produce at a lower cost than can competitors, or if it can deliver more perceived value than can competitors, or a mix of the two, then you have a competitive advantage."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2720,"Subtlety arrives when you realize that costs vary with product and application and that buyers differ in their locations, knowledge, tastes, and other characteristics."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2721,"Thus, most advantages will extend only so far."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2723,"Defining “sustainability” is trickier. For an advantage to be sustained, your competitors must not be able to duplicate it. Or, more precisely, they must not be able to duplicate the resources underlying it. For that you must possess what I term an “isolating mechanism,” such as a patent giving its holder the legally enforceable right to monopolize the use of a technology for a time.2"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2726,"More complex forms of isolating mechanisms include reputations, commercial and social relationships, network effects,* dramatic economies of scale, and tacit knowledge and skill gained through experience."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2767,"“To me, a business is ‘interesting’ when I can see ways to increase its value."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2827,"Despite all the emphasis on “competitive advantage” in the world of business strategy, you cannot expect to make money—to get wealthier—by simply having, owning, buying, or selling a competitive advantage."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2828,"The truth is that the connection between competitive advantage and wealth is dynamic. That is, wealth increases when competitive advantage increases or when the demand for the resources underlying it increases."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2830,"In particular, increasing value requires a strategy for progress on at least one of four different fronts:"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2831,"deepening advantages,"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2832,"broadening the extent of advantages,"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2833,"creating higher demand for advantaged products or services, or"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2834,strengthening the isolating mechanisms that block easy replication and imitation by competitors.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2836,Start by defining advantage in terms of surplus—the gap between buyer value and cost.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2836,"Deepening an advantage means widening this gap by either increasing value to buyers, reducing costs, or both.*"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2848,"Today, this approach to information flows and business processes is sometimes called “reengineering” or “business-process transformation.”"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2849,"the underlying principle is that improvements come from reexamining the details of how work is done, not just from cost controls or incentives."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2850,"The same issues that arise in improving work processes also arise in the improvement of products, except that observing buyers is more difficult than examining one’s own systems."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2851,"Companies that excel at product development and improvement carefully study the attitudes, decisions, and feelings of buyers. They develop a special empathy for customers and anticipate problems before they occur."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2857,Extending an existing competitive advantage brings it into new fields and new competitions.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2861,"Extending a competitive advantage requires looking away from products, buyers, and competitors and looking instead at the special skills and resources that underlie a competitive advantage. In other words, “Build on your strengths.”"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2862,The idea that some corporate resources can be put to good use in other products or markets is possibly the most basic in corporate strategy.6
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2865,"Bemused by the idea that their company’s competitive strength lies in vaporous generalities such as “transportation,” “branded consumer products,” or “management,” companies may diversify into products and processes they know nothing about."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2867,The basis for productive extensions often resides within complex pools of knowledge and know-how.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2925,An isolating mechanism inhibits competitors from duplicating your product or the resources underlying your competitive advantage.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2926,"If you can create new isolating mechanisms, or strengthen existing ones, you can increase the value of the business."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2948,Another broad approach to strengthening isolating mechanisms is to have a moving target for imitators.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2950,"if you can continually improve, or simply alter, your methods and products, rivals will have a much harder time with imitation."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2962,"how do you attain such an advantaged position in the first place? The problem is that, as valuable as such positions are, the costs of capturing them are even higher. And an easy-to-capture position will fall just as easily to the next attacker."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2964,One way to find fresh undefended high ground is by creating it yourself through pure innovation.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2967,The other way to grab the high ground—the way that is my focus here—is to exploit a wave of change. Such waves of change are largely exogenous—they are mostly beyond the control of any one organization.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2969,"They are the net result of a myriad of shifts and advances in technology, cost, competition, politics, and buyer perceptions."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2996,"After a wave of change has passed, it is easy to mark its effects, but by then it is too late to take advantage of its surge or to escape its scour."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",2997,seek to perceive and deal with a wave of change in its early stages of development. The challenge is not forecasting but understanding the past and present.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3060,The work of discerning whether there are important changes afoot involves getting into the gritty details. To make good bets on how a wave of change will play out you must acquire enough expertise to question the experts.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3062,"As changes begin to occur, the air will be full of comments about what is happening, but you must be able to dig beneath that surface and discover the fundamental forces at work."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3207,"it is in moments of industry transition that skills at strategy are most valuable. During the relatively stable periods between episodic transitions, it is difficult for followers to catch the leader, just as it is difficult for one of the two or three leaders to pull far ahead of the others. But in moments of transition, the old pecking order of competitors may be upset and a new order becomes possible."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3214,"Fortunately, a leader does not need to get it totally right—the organization’s strategy merely has to be more right than those of its rivals. If you can peer into the fog of change and see 10 percent more clearly than others see, then you may gain an edge."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3218,To aid my own vision into the fog of change I use a number of mental guideposts. Each guidepost is an observation or way of thinking that seems to warrant attention.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3222,Guidepost 1—Rising Fixed Costs
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3223,"The simplest form of transition is triggered by substantial increases in fixed costs, especially product development costs. This increase may force the industry to consolidate because only the largest competitors can cover these fixed charges."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3233,Guidepost 2—Deregulation
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3234,"Many major transitions are triggered by major changes in government policy, especially deregulation."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3237,Some general observations can be made about this kind of transition.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3237,"First, regulated prices are almost always arranged to subsidize some buyers at the expense of others."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3247,Guidepost 3—Predictable Biases
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3248,"In seeing what is happening during a change it is helpful to understand that you will be surrounded by predictable biases in forecasting. For instance, people rarely predict that a business or economic trend will peak and then decline."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3257,"Another bias is that, faced with a wave of change, the standard forecast will be for a “battle of the titans.” This prediction, that the market leaders will duke it out for supremacy, undercutting the middle-sized and smaller firms, is sometimes correct but tends to be applied to almost all situations."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3275,"A third common bias is that, in a time of transition, the standard advice offered by consultants and other analysts will be to adopt the strategies of those competitors that are currently the largest, the most profitable, or showing the largest rates of stock price appreciation. Or, more simply, they predict that the future winners will be, or will look like, the current apparent winners."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3288,Guidepost 4—Incumbent Response
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3289,"This guidepost points to the importance of understanding the structure of incumbent responses to a wave of change. In general, we expect incumbent firms to resist a transition that threatens to undermine the complex skills and valuable positions they have accumulated over time."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3292,Guidepost 5—Attractor States
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3293,"In thinking about change I have found it very helpful to use the concept of an attractor state. An industry attractor state describes how the industry “should” work in the light of technological forces and the structure of demand. By saying “should,” I mean to emphasize an evolution in the direction of efficiency—meeting the needs and demands of buyers as efficiently as possible. Having a clear point of view about an industry’s attractor state helps one ride the wave of change with more grace."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3304,"An attractor state provides a sense of direction for the future evolution of an industry. There is no guarantee that this state will come to be, but it does represent a gravitylike pull. The critical distinction between an attractor state and many corporate “visions” is that the attractor state is based on overall efficiency rather than a single company’s desire to capture most of the pie."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3308,Two complements to attractor-state analysis are the identification of accelerants and impediments to movements toward an attractor state.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3309,One type of accelerant is what I call a demonstration effect—the impact of in-your-face evidence on buyer perceptions and behavior.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3350,"business, inertia is an organization’s unwillingness or inability to adapt to changing circumstances. Even with change programs running at full throttle, it can take many years to alter a large company’s basic functioning."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3352,"Were organizational inertia the whole story, a well-adapted corporation would remain healthy and efficient as long as the outside world remained unchanged. But, another force, entropy, is also at work. In science, entropy measures a physical system’s degree of disorder, and the second law of thermodynamics states that entropy always increases in an isolated physical system."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3355,"Similarly, weakly managed organizations tend to become less organized and focused. Entropy makes it necessary for leaders to constantly work on maintaining an organization’s purpose, form, and methods even if there are no changes in strategy or competition."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3358,Successful strategies often owe a great deal to the inertia and inefficiency of rivals.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3362,"An organization’s greatest challenge may not be external threats or opportunities, but instead the effects of entropy and inertia. In such a situation, organizational renewal becomes a priority. Transforming a complex organization is an intensely strategic challenge. Leaders must diagnose the causes and effects of entropy and inertia, create a sensible guiding policy for effecting change, and design a set of coherent actions designed to alter routines, culture, and the structure of power and influence."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3366,"Organizational inertia generally falls into one of three categories: the inertia of routine, cultural inertia, and inertia by proxy."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3368,The Inertia of Routine
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3369,"The heartbeat of any sizable business is the rhythmic pulse of standard procedures for buying, processing, and marketing goods."
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3370,Its more conscious actions are guided by less rhythmic but still well-marked paths.
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3372,"An organization of some size and age rests on layer upon layer of impacted knowledge and experience, encapsulated in routines—the “way things are done.”"
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3375,The inertia created by standard routines can be revealed by sudden outside shocks:
Good Strategy Bad Strategy: The Difference and Why It Matters,"Rumelt, Richard",3376,"The shock changes the basis of competition in the industry, creating a significant gap between the old routines and the needs of the new regime."
